id,name,description
VALIDATE_WORKSPACE_SKIPPED_SDK_FRAMEWORKS,Validate Workspace - Ignored Frameworks,List of framework names for which to suppress deprecation warnings and missing framework errors in the workspace validator.
ENABLE_PREVIEWS,Enable Previews,"If enabled, the product will be built with options appropriate for supporting previews."
PROVISIONING_PROFILE,,
CODE_SIGN_KEYCHAIN,,
RemoveFile,,
CodeSignEntitlements,,
CodeSignResourceRules,,
PROVISIONING_PROFILE_DESTINATION_PATH,,
OutputFormat,,
GeneratedPkgInfoFile,,
ExpandBuildSettings,,
CODE_SIGN_RESOURCE_RULES_IN_BUNDLE,,
AdditionalContentFilePaths,,
RequiredArchitectures,,
AdditionalInfoFileKeys,,
AdditionalInfoFileValues,,
CCHROOT,,
FIXED_FILES_DIR,,
COMPOSITE_SDK_DIRS,,
REZ_COLLECTOR_DIR,,Specifies the directory in which the collected Resource Manager resources generated by `ResMerger` are stored before they are added to the product.
REZ_OBJECTS_DIR,,Specifies the directory in which compiled Resource Manager resources generated by `Rez` are stored before they are collected using `ResMerger`.
DERIVED_FILES_DIR,,
PRODUCT_TYPE,,
PACKAGE_TYPE,,"Uniform type identifier. Identifies the type of the product the target builds. Some products may be made up of a single binary or archive. Others may comprise several files, which are grouped under a single directory. These container directories are known as *bundles*."
SHALLOW_BUNDLE,,
EXECUTABLE_VARIANT_SUFFIX,,
EXECUTABLE_SUFFIX,,"Specifies the suffix of the binary filename, including the character that separates the extension from the rest of the bundle name."
EXECUTABLE_NAME,,Specifies the name of the binary the target produces.
EXECUTABLE_PATH,,Specifies the path to the binary the target produces within its bundle.
EXECUTABLE_FOLDER_PATH,,Identifies the directory that contains the binary the target builds.
WRAPPER_PREFIX,,
WRAPPER_SUFFIX,,"Specifies the suffix of the product bundle name, including the character that separates the extension from the rest of the bundle name."
WRAPPER_NAME,,"Specifies the filename, including the appropriate extension, of the product bundle."
CONTENTS_FOLDER_PATH,,Specifies the directory inside the generated bundle that contains the product’s files.
INFOPLIST_PATH,,Specifies the path to the bundle’s information property list file.
INFOSTRINGS_PATH,,Specifies the file that contains the bundle’s localized strings file.
PKGINFO_PATH,,
PBDEVELOPMENTPLIST_PATH,,
VERSIONPLIST_PATH,,
EXECUTABLES_FOLDER_PATH,,Identifies the directory that contains additional binary files.
FRAMEWORKS_FOLDER_PATH,,Specifies the directory that contains the product’s embedded frameworks.
SHARED_FRAMEWORKS_FOLDER_PATH,,Specifies the directory that contains the product’s shared frameworks.
SHARED_SUPPORT_FOLDER_PATH,,
LOCALIZED_RESOURCES_FOLDER_PATH,,
DOCUMENTATION_FOLDER_PATH,,Identifies the directory that contains the bundle’s documentation files.
MODULES_FOLDER_PATH,,Specifies the directory that contains the product’s Clang module maps and Swift module content.
PLUGINS_FOLDER_PATH,,Specifies the directory that contains the product’s plugins.
SCRIPTS_FOLDER_PATH,,Specifies the directory that contains the product’s scripts.
JAVA_FOLDER_PATH,,
XPCSERVICES_FOLDER_PATH,,
CODESIGNING_FOLDER_PATH,,
DERIVED_PATHS,,
ALWAYS_USE_SEPARATE_HEADERMAPS,,
RECURSIVE_SEARCH_PATHS_FOLLOW_SYMLINKS,,
CURRENT_ARCH,,The name of the active architecture being processed.
CURRENT_VARIANT,,The name of the active variant being processed.
UNSTRIPPED_PRODUCT,,
RETAIN_RAW_BINARIES,,Specifies whether to keep copies of unstripped binaries available.
COPY_RESOURCES_FROM_STATIC_FRAMEWORKS,,
SET_DIR_MODE_OWNER_GROUP,,
SET_FILE_MODE_OWNER_GROUP,,
RESOURCE_RULES_PLIST_PATH,,
GCC_VERSION_IDENTIFIER,,
GLOBAL_CFLAGS,,
NO_COMMON,,
PASCAL_STRINGS,,
USE_DYNAMIC_NO_PIC,,
PREFIX_FLAGS,,
OTHER_PRECOMP_CFLAGS,,
SYMBOL_HEADER,,
PREFIX_HEADER,,
PRECOMPILE_PREFIX_HEADER,,
USE_GCC3_PFE_SUPPORT,,
PFE_FILE_C_DIALECTS,,
CLEAN_PRECOMPS,,
OPTIMIZATION_CFLAGS,,
LINKER_LIBRARY_FLAGS,,
LD_FLAGS,,
LEX,,
YACC,,
JAVAC_DEFAULT_FLAGS,,
JIKES_DEFAULT_FLAGS,,
OTHER_RESMERGERFLAGS,,
MACOS_TYPE,,
MACOS_CREATOR,,
MACOS_TYPE_ARG,,
MACOS_CREATOR_ARG,,
OSAC,,
OTHER_OSAFLAGS,,
VERSION_INFO_STRING,,
VERSIONING_STUB,,
CP,,
ICONV,,
SED,,
CHOWN,,
CHMOD,,
VALIDATE_PRODUCT,Validate Built Product,"If enabled, perform validation checks on the product as part of the build process."
LD_ENTITLEMENTS_SECTION,,
